,Unnamed: 0,name,coin,supply,mcap,price,set,new-mcap,var,prop-newmcap,prop-mcap,potential
786,786,BUX Token,BUX,57904773,9264811,0.1600008,1.0,57904773.0,625.0,0.005633596500554666,0.0009013800438851626,6.249968750156249
787,787,Cellframe,CELL,28644928,9243539,0.3226937,1.0,28644928.0,309.89,0.0027868853943946964,0.0008993104758935947,3.0989139236371828
791,791,Epic Cash,EPIC,14835596,8952236,0.6034295,1.0,14835596.0,165.72,0.0014433656740048492,0.000870969400082779,1.6571944195635118
793,793,Shiden Network,SDN,30941332,8939424,0.2889153,1.0,30941332.0,346.12,0.0030103041709135113,0.0008697229115011708,3.4612220259709336
794,794,Bitcoin 2,BTC2,17954211,8877108,0.4944304,1.0,17954211.0,202.25,0.0017467779428100008,0.0008636601435920633,2.022529359036176
798,798,GuildFi,GF,42185072,8646100,0.2049564,1.0,42185072.0,487.91,0.00410421562303416,0.0008411852111646426,4.879086478880386
801,801,Star Atlas DAO,POLIS,21600000,8625027,0.3993068,1.0,21600000.0,250.43,0.0021014793445780504,0.0008391350040244438,2.504340021256838
827,827,Arianee,ARIA20,26753505,7788023,0.2911029,1.0,26753505.0,343.52,0.0026028675070632217,0.0007577022902592028,3.435211397756601
833,833,Zynecoin,ZYN,32713186,7522893,0.2299652,1.0,32713186.0,434.85,0.0031826891052935116,0.0007319076042116113,4.348484031496939
839,839,ProBit Token,PROB,42000000,7327709,0.1744693,1.0,42000000.0,573.17,0.004086209836679542,0.0007129180141934574,5.731667405096484
840,840,XDEFI Wallet,XDEFI,55554791,7284301,0.1311192,1.0,55554791.0,762.66,0.005404965082354192,0.0007086948190365386,7.6266481186584425
844,844,Crust Network,CRU,9245318,7221323,0.7810789,1.0,9245318.0,128.03,0.0008994835560673911,0.0007025676446771481,1.280280391648014
845,845,mStable Governance Token: Meta (MTA),MTA,52997925,7153363,0.1349744,1.0,52997925.0,740.88,0.005156205772823919,0.000695955767998559,7.40881233774701
848,848,Era Token (Era7),ERA,46021643,7075627,0.1537456,1.0,46021643.0,650.42,0.004477478341113195,0.0006883927773351276,6.504251178570313
849,849,Monero Classic,XMC,19176436,6999640,0.3650126,1.0,19176436.0,273.96,0.0018656890813251357,0.0006809999481241807,2.739631453818306
850,850,Valor Token,VALOR,20036000,6998224,0.3492825,1.0,20036000.0,286.3,0.0019493166735169358,0.0006808621844782584,2.8630120318080636
852,852,0Chain,ZCN,48400982,6983143,0.1442769,1.0,48400982.0,693.11,0.0047089659226987966,0.0006793949432747592,6.931116485036759
856,856,GPEX,GPX,7785806,6917474,0.8884724,1.0,7785806.0,112.55,0.0007574865967542524,0.00067300595961369,1.1255273658472678
861,861,Guild of Guardians,GOG,48235476,6871117,0.1424494,1.0,48235476.0,702.0,0.004692863726383809,0.0006684958541518101,7.020036588430699
862,862,AAX Token,AAB,7500005,6828545,0.9104721,1.0,7500005.0,109.83,0.0007296808144320417,0.0006643539940287835,1.0983312942812855
863,863,Gameswap,GSWAP,11202090,6783899,0.6055923,1.0,11202090.0,165.13,0.0010898592940326078,0.000660010352972393,1.651275949182313
864,864,MAPS,MAPS,45464271,6777384,0.1490706,1.0,45464271.0,670.82,0.004423251223277724,0.0006593765039941558,6.708230865106869
866,866,Agoras: Currency of Tau,AGRS,18000000,6632558,0.3684754,1.0,18000000.0,271.39,0.0017512327871483753,0.0006452862795701807,2.7138853774227534
867,867,DeFine,DFA,56181518,6629123,0.1179947,1.0,56181518.0,847.5,0.005465939797409255,0.0006449520859799665,8.474956926031425
871,871,AntiMatter Governance Token,MATTER,31301449,6553730,0.2093747,1.0,31301449.0,477.61,0.0030453402096695956,0.0006376170474509955,4.776126246389846
873,873,Phoenix Global (new),PHB,37136775,6517386,0.1754968,1.0,37136775.0,569.81,0.00361306322160845,0.0006340811138723222,5.698109595160709
875,875,ChainGuardians,CGG,61478209,6460016,0.1050781,1.0,61478209.0,951.67,0.005981258627553352,0.0006284995458168388,9.516730888738948
878,878,GMCoin,GMCOIN,41183481,6424810,0.1560045,1.0,41183481.0,641.01,0.004006770123116786,0.0006250743290665973,6.4100715043476315
879,879,PearDAO,PEX,52300308,6404288,0.1224522,1.0,52300308.0,816.65,0.005088334119308803,0.0006230777291078274,8.166451888981987
884,884,PolkaFoundry,PKF,41801078,6358550,0.1521145,1.0,41801078.0,657.4,0.004066856573985924,0.0006186278465956834,6.573995247001436
888,888,Emirex Token,EMRX,27258765,6270454,0.2300344,1.0,27258765.0,434.72,0.0026520246113984768,0.0006100569241725376,4.347175900647903
889,889,Impossible Finance Launchpad,IDIA,45000000,6235553,0.1385678,1.0,45000000.0,721.67,0.004378081967870938,0.0006066613810889673,7.216683818318542
890,890,pSTAKE Finance,PSTAKE,44347373,6223576,0.140337,1.0,44347373.0,712.57,0.004314587423416589,0.0006054961302505409,7.125704554037781
891,891,Dexlab,DXL,52526786,6211396,0.118252,1.0,52526786.0,845.65,0.005110368324818125,0.0006043111293979038,8.456516591685553
896,896,O3 Swap,O3,51462642,6069359,0.1179372,1.0,51462642.0,847.91,0.00500683699909328,0.0005904922487652264,8.479088871026274
904,904,e-Money,NGM,19760286,5881794,0.2976573,1.0,19760286.0,335.96,0.001922492262590501,0.0005722439166695884,3.3595682014182078
906,906,Forta,FORT,22595751,5816809,0.2574293,1.0,22595751.0,388.46,0.0021983566667467046,0.0005659214798544308,3.8845617029607737
918,918,Mysterium,MYST,20033628,5566063,0.277836,1.0,20033628.0,359.92,0.0019490858999518738,0.0005415262233851915,3.599245598122633
919,919,HyperCash,HC,45071909,5565817,0.1234875,1.0,45071909.0,809.8,0.004385078045564886,0.0005415022898704338,8.097985626075515
923,923,Ekta,EKTA,12957052,5479010,0.4228593,1.0,12957052.0,236.49,0.0012606007937325794,0.0005330567751729899,2.364852800919833
926,926,UniLend,UFT,31052564,5351164,0.172326,1.0,31052564.0,580.3,0.0030211260112124054,0.0005206185470115583,5.802954864617063
928,928,Opulous,OPUL,43914363,5311040,0.1209408,1.0,43914363.0,826.85,0.004272459572907527,0.0005167148545475837,8.268508228819389
932,932,Cirus Foundation,CIRUS,33854213,5204671,0.1537378,1.0,33854213.0,650.46,0.0032937004327058196,0.0005063661389733512,6.504581176522625
934,934,Vidya,VIDYA,40053249,5170210,0.1290834,1.0,40053249.0,774.69,0.003896809048923215,0.0005030134038023557,7.746929504490896
936,936,Zano,ZANO,11313938,5143863,0.4546483,1.0,11313938.0,219.95,0.0011007410654091062,0.0005004500854555224,2.1995023406004157
938,938,TOKPIE,TKP,28714064,5101830,0.177677,1.0,28714064.0,562.82,0.0027936116849487124,0.0004963606650253997,5.628190480478621
951,951,dHedge DAO,DHT,31539533,4773116,0.1513376,1.0,31539533.0,660.77,0.0030685035711637866,0.00046437984644791686,6.607743217812362
957,957,Ethereum Push Notification Service,PUSH,15287926,4649538,0.3041314,1.0,15287926.0,328.81,0.001487373181038784,0.0004523568550384601,3.288052466795602
960,960,Vesper,VSP,8781991,4611064,0.5250591,1.0,8781991.0,190.45,0.0008544061430912193,0.00044861369224664086,1.9045475071282452
963,963,InsurAce,INSUR,44891926,4561167,0.1016033,1.0,44891926.0,984.22,0.004367567371635479,0.00044375917766995514,9.842200007283228
965,965,Stratos,STOS,20152153,4524857,0.2245347,1.0,20152153.0,445.37,0.001960617281401694,0.00044022655197543535,4.4536546021617145
978,978,Modefi,MOD,15295321,4321482,0.2825362,1.0,15295321.0,353.94,0.0014880926458421706,0.0004204400537484186,3.539369468407942
982,982,DeFi Yield Protocol,DYP,23631124,4268401,0.1806262,1.0,23631124.0,553.63,0.0022990888414427145,0.00041527576554982844,5.536295399006346
983,983,BHPCoin,BHP,20177578,4257636,0.2110083,1.0,20177578.0,473.92,0.001963090897713541,0.00041422843105240334,4.739150071347904
987,987,bitCNY,BITCNY,28245600,4161139,0.1473199,1.0,28245600.0,678.79,0.0027480344895932304,0.00040484016937121124,6.78794921799431
989,989,Venus LINK,vLINK,30907312,4123473,0.1334142,1.0,30907312.0,749.55,0.0030069943409458014,0.00040117561747339287,7.495454007144666
990,990,Crypton,CRP,6811802,4105390,0.6026878,1.0,6811802.0,165.92,0.0006627250556646042,0.00039941630955728154,1.6592338520872665
1009,1009,Carbon Credit,CCT,16988760,3899526,0.2295356,1.0,16988760.0,435.66,0.0016528485291663793,0.0003793876547520864,4.356622676395295
1015,1015,Aidos Kuneen,ADK,25000000,3818868,0.1527547,1.0,25000000.0,654.64,0.0024322677599282988,0.0003715403806328745,6.5464434154890165
1021,1021,Geeq,GEEQ,26563891,3743983,0.1409426,1.0,26563891.0,709.51,0.00258441982630198,0.00036425476578478525,7.095086936100228
1024,1024,Belt Finance,BELT,9550122,3664024,0.3836625,1.0,9550122.0,260.65,0.0009291381537592786,0.000356475497872141,2.6064574984524156
1025,1025,Govi,GOVI,15470560,3656149,0.2363295,1.0,15470560.0,423.14,0.0015051417726414536,0.0003557093335277636,4.231380339737528
1027,1027,SAFE DEAL,SFD,3998636,3633265,0.9086261,1.0,3998636.0,110.06,0.0003890301370595461,0.0003534829329110356,1.100562706706312
1030,1030,NFTrade,NFTD,32515910,3605424,0.1108818,1.0,32515910.0,901.86,0.003163495983109207,0.00035077426224286906,9.018612612710111
1036,1036,SafeCoin,SAFE,27735063,3505123,0.1263788,1.0,27735063.0,791.27,0.0026983639821792096,0.00034101590669932636,7.912719538403592
1040,1040,Bitcoin Private,BTCP,4785761,3457953,0.7225503,1.0,4785761.0,138.4,0.00046561008748088856,0.00033642670388989366,1.3839866926911524
1042,1042,UniMex Network,UMX,9593130,3431639,0.3577184,1.0,9593130.0,279.55,0.0009333224326320385,0.00033386659613650354,2.7954950038913293
1043,1043,Atomic Wallet Coin,AWC,10603659,3408905,0.3214838,1.0,10603659.0,311.06,0.0010316375169189419,0.0003316547891263351,3.1105766449195884
1045,1045,Digital Fitness,DEFIT,27991049,3386501,0.1209851,1.0,27991049.0,826.55,0.0027232690419709297,0.00032947508805059776,8.26548062530014
1047,1047,Factom,FCT,10409628,3348258,0.3216501,1.0,10409628.0,310.9,0.001012760103089876,0.0003257543994128802,3.108968410082882
1050,1050,Stakeborg DAO,STANDARD,4193541,3303293,0.7877097,1.0,4193541.0,126.95,0.00040799258296949915,0.00032137972261987323,1.2695032192697386
1052,1052,KALM,KALM,5674845,3280929,0.5781531,1.0,5674845.0,172.96,0.0005521097014436122,0.00031920391317255174,1.7296456596012373
1059,1059,Prosper,PROS,4474804,3209074,0.7171429,1.0,4474804.0,139.44,0.00043535686004792765,0.0003122130891769658,1.3944222274249665
1063,1063,Bifrost,BNC,16775000,3178757,0.1894937,1.0,16775000.0,527.72,0.0016320516669118886,0.000309263526709856,5.277220298089066
1077,1077,SIBCoin,SIB,19790761,3096828,0.1564785,1.0,19790761.0,639.07,0.0019254571969898537,0.0003012925960977294,6.390654307141237
1086,1086,Flamengo Fan Token,MENGO,3199972,2997910,0.9368551,1.0,3199972.0,106.74,0.0003113275491309311,0.0002916687936066658,1.0674009246467249
1088,1088,Offshift,XFT,5963000,2991972,0.5017562,1.0,5963000.0,199.3,0.0005801445060980978,0.0002910910813683277,1.9929997875462226
1089,1089,K21,K21,15584677,2990240,0.1918705,1.0,15584677.0,521.18,0.0015162442966398433,0.00029092257385791983,5.211848616645081
1090,1090,Covesting,COV,16886825,2973315,0.1760731,1.0,16886825.0,567.95,0.0016429312006020478,0.0002892759285844484,5.679459270041818
1095,1095,Sarcophagus,SARCO,15652227,2911028,0.1859817,1.0,15652227.0,537.69,0.0015228162841271695,0.0002832159821059422,5.376873100955632
1108,1108,Swerve,SWRV,17397800,2819124,0.1620391,1.0,17397800.0,617.13,0.0016926443213472224,0.00027427457665760423,6.17135000132684
1117,1117,Oxbull.tech,OXB,7501504,2746405,0.3661139,1.0,7501504.0,273.14,0.000729826653206927,0.0002671996934882352,2.7313904224887393
1119,1119,Ghost,GHOST,20345137,2739506,0.1346516,1.0,20345137.0,742.66,0.001979392831856974,0.00026652848487720537,7.42657346812069
1121,1121,GTONCapital,GTON,3630100,2725571,0.7508253,1.0,3630100.0,133.19,0.0003531750078126287,0.00026517273882782134,1.3318677460655628
1123,1123,BitNautic Token,BTNT,19078647,2701908,0.1416195,1.0,19078647.0,706.12,0.0018561751200461103,0.000262870548747694,7.061174485152115
1131,1131,Aeon,AEON,15831459,2631130,0.1661963,1.0,15831459.0,601.7,0.0015402538927330681,0.00025598450684720576,6.016981124128516
1137,1137,Onooks,OOKS,11221615,2566795,0.2287367,1.0,11221615.0,437.18,0.0010917588951531118,0.0002497253089938063,4.371838887244592
1141,1141,Venus DOT,vDOT,16649243,2524413,0.1516233,1.0,16649243.0,659.53,0.0016198166790444763,0.00024560193410575506,6.595292412182033
1154,1154,Wicrypt,WNT,23233221,2421213,0.1042134,1.0,23233221.0,959.57,0.0022603765759035646,0.00023556153279277105,9.595694987400853
1155,1155,StakeCubeCoin,SCC,10290302,2416264,0.2348098,1.0,10290302.0,425.88,0.0010011507917810278,0.00023508004106701565,4.258766031060032
1174,1174,PLATINCOIN,PLC,5001073,2320493,0.463999,1.0,5001073.0,215.52,0.0004865579449179159,0.00022576241244157193,2.155177058571247
1180,1180,Rotharium,RTH,3645272,2263683,0.6209915,1.0,3645272.0,161.03,0.000354651102470774,0.00022023532718391085,1.6103279996586104
1181,1181,IQeon,IQN,5491860,2257702,0.4110997,1.0,5491860.0,243.25,0.000534306960801593,0.00021965343144502559,2.432499950741876
1185,1185,Swop,SWOP,2467127,2230644,0.9041464,1.0,2467127.0,110.6,0.00024002853846994497,0.00021702093940310002,1.1060155744689135
1191,1191,YAM V3,YAM,14107850,2177028,0.1543132,1.0,14107850.0,648.03,0.001372562748676178,0.0002118046006744474,6.480327023222899
1201,1201,Folgory Coin,FLG,17525493,2094148,0.1194915,1.0,17525493.0,836.88,0.0017050676640299632,0.00020374114659673308,8.36879610683605
1205,1205,EOSDT,EOSDT,2642505,2046072,0.7742926,1.0,2642505.0,129.15,0.0002570911886779732,0.0001990637984036806,1.291501429821233
1212,1212,Mobility Coin,MOBIC,12469872,1966555,0.1577045,1.0,12469872.0,634.1,0.0012132027054413046,0.00019132753298503182,6.3409731491492
1215,1215,Landshare,LAND,2811130,1953632,0.6949632,1.0,2811130.0,143.89,0.00027349683471868954,0.0001900702451345697,1.4389251114303607
1218,1218,0xBitcoin,0xBTC,9706750,1920522,0.1978543,1.0,9706750.0,505.42,0.0009443766031473606,0.00018684894971332066,5.054224244810449
1221,1221,My DeFi Pet,DPET,16166786,1897881,0.1173938,1.0,16166786.0,851.83,0.0015728780947784073,0.00018464619073921919,8.518337424974742
1235,1235,Blocknet,BLOCK,8986655,1818321,0.2023357,1.0,8986655.0,494.23,0.0008743180490439378,0.00017690574182002337,4.9422815647461125
1240,1240,Seascape Crowns,CWS,3272588,1791283,0.5473598,1.0,3272588.0,182.7,0.00031839241135712926,0.00017427519559230572,1.826951851414737
1245,1245,Nord Finance,NORD,6482082,1781756,0.274874,1.0,6482082.0,363.8,0.0006306463626324619,0.00017334830699435223,3.6380305157999664
1247,1247,IOI Token,IOI,9014158,1768829,0.1962279,1.0,9014158.0,509.61,0.0008769938354519902,0.00017209062998104852,5.0961152822814695
1258,1258,S.C. Corinthians Fan Token,SCCP,2389010,1701195,0.712092,1.0,2389010.0,140.43,0.0002324284800458522,0.0001655104700740489,1.4043129258578948
1275,1275,Isiklar Coin,ISIKC,5295305,1587151,0.299728,1.0,5295305.0,333.64,0.0005151839852194848,0.0001544150482975184,3.3363582981903592
1282,1282,TransferCoin,TX,8296433,1553288,0.1872236,1.0,8296433.0,534.12,0.0008071658603322086,0.0001511204929713403,5.34120698458955
1284,1284,Polytrade,TRADE,12017404,1542421,0.1283489,1.0,12017404.0,779.13,0.001169181772289335,0.00015006323482145466,7.791262722158118
1289,1289,Clash of Lilliput,COL,1904060,1527671,0.8023229,1.0,1904060.0,124.64,0.00018524735003876307,0.00014862819684309696,1.2463809770355552
1298,1298,Kattana,KTN,2931905,1499244,0.5113549,1.0,2931905.0,195.56,0.0002852471202669032,0.0001458625138186377,1.9555889657065966
1299,1299,Cryptocean,CRON,8199052,1497642,0.1826604,1.0,8199052.0,547.46,0.0007976915936630255,0.00014570665410058148,5.474640370874037
1300,1300,Integritee Network,TEER,2190000,1493315,0.681879,1.0,2190000.0,146.65,0.00021306665576971897,0.0001452856771966931,1.4665358516686977
1310,1310,Idle,IDLE,6266280,1457963,0.232668,1.0,6266280.0,429.8,0.00060965083274734,0.00014184625600273368,4.297969639142469
1313,1313,TopBidder,BID,6465474,1449845,0.2242442,1.0,6465474.0,445.94,0.0006290305585141863,0.00014105645001572976,4.459424145641225
1325,1325,Kuai Token,KT,11536708,1378394,0.119479,1.0,11536708.0,836.97,0.0011224145169642754,0.0001341049314671443,8.369671657780865
1331,1331,CloakCoin,CLOAK,5878247,1357232,0.2308906,1.0,5878247.0,433.11,0.0005718988265198097,0.0001320460654537202,4.331055486884265
1335,1335,SmartCredit Token,SMARTCREDIT,1350243,1343115,0.994721,1.0,1350243.0,100.53,0.00013136610067875464,0.00013067261249504389,1.0053070157360708
1343,1343,Iconic Token,ICNQ,9809346,1319461,0.1345106,1.0,9809346.0,743.44,0.0009543582408712648,0.00012837129803131012,7.4343583330979115
1359,1359,Strips Finance,STRP,4125963,1261747,0.3058067,1.0,4125963.0,327.0,0.00040141787134228174,0.00012275626197145005,3.2700395380480547
1382,1382,GHOSTPRISM,GHOST,5397347,1194814,0.2213706,1.0,5397347.0,451.73,0.000525111723889829,0.00011624430285243883,4.517311693603396
1385,1385,XY Finance,XY,4544803,1186971,0.2611711,1.0,4544803.0,382.89,0.00044216711248501646,0.0001154812518107941,3.8289075628965072
1390,1390,MAX Exchange Token,MAX,3971283,1147698,0.2889993,1.0,3971283.0,346.02,0.00038636894425805336,0.00011166035374136755,3.4602159936027523
1392,1392,Lightning Bitcoin,LBTC,3860808,1137949,0.2947437,1.0,3860808.0,339.28,0.00037562075302693027,0.0001107118666057059,3.3927782001786637
1394,1394,Hedget,HGET,1751448,1131159,0.6458422,1.0,1751448.0,154.84,0.00017039962014363597,0.00011005126268210938,1.5483658392096398
1410,1410,Oduwacoin,OWC,4188884,1091603,0.2605952,1.0,4188884.0,383.74,0.0004075395001311797,0.00010620283134164042,3.8373692224568985
1415,1415,Project TXA,TXA,2568630,1081041,0.4208629,1.0,2568630.0,237.61,0.00024990383744738503,0.00010517524685842592,2.376070687152515
1432,1432,FOTA - Fight Of The Ages,FOTA,6550298,1024968,0.1564765,1.0,6550298.0,639.07,0.0006372831457329127,9.971986485432754e-05,6.390735989110186
1438,1438,Fear,FEAR,6532157,1009808,0.1545903,1.0,6532157.0,646.87,0.0006355181949555983,9.824493768470702e-05,6.468711167518272
